iter	Passed	Remaining
1343	40954	19989
1344	40983	19958
1345	41025	19933
1346	41063	19906
1347	41096	19877
1348	41128	19847
1349	41157	19816
1350	41185	19785
1351	41215	19754
1352	41243	19722
1353	41272	19691
1354	41304	19661
1355	41333	19630
1356	41362	19599
1357	41393	19568
1358	41424	19538
1359	41454	19507
1360	41482	19476
1361	41516	19447
1362	41548	19417
1363	41584	19389
1364	41620	19361
1365	41653	19332
1366	41687	19303
1367	41715	19272
1368	41743	19240
1369	41771	19208
1370	41799	19177
1371	41833	19148
1372	41870	19120
1373	41905	19092
1374	41944	19065
1375	41983	19039
1376	42014	19008
1377	42049	18980
1378	42083	18951
1379	42114	18920
1380	42143	18889
1381	42179	18861
1382	42210	18831
1383	42242	18801
1384	42274	18771
1385	42319	18747
1386	42373	18727
1387	42419	18703
1388	42469	18681
1389	42520	18660
1390	42570	18638
1391	42623	18617
1392	42673	18594
1393	42721	18572
1394	42769	18548
1395	42817	18525
1396	42868	18503
1397	42919	18481
1398	42966	18457
1399	43014	18434
1400	43061	18411
1401	43114	18389
1402	43166	18368
1403	43210	18342
1404	43239	18311
1405	43272	18281
1406	43304	18251
1407	43342	18223
1408	43376	18194
1409	43408	18163
1410	43448	18136
1411	43481	18107
1412	43516	18077
1413	43550	18048
1414	43588	18020
1415	43622	17991
1416	43657	17962
1417	43690	17932
1418	43719	17900
1419	43749	17869
1420	43778	17838
1421	43808	17806
1422	43840	17776
1423	43872	17746
1424	43904	17716
1425	43935	17684
1426	43964	17653
1427	43992	17621
1428	44024	17591
1429	44052	17559
1430	44082	17528
1431	44115	17498
1432	44150	17469
1433	44184	17439
1434	44217	17409
1435	44249	17379
1436	44287	17351
1437	44343	17330
1438	44387	17304
1439	44503	17306
1440	44635	17315
1441	44761	17320
1442	44872	17320
1443	44918	17295
1444	45011	17288
1445	45050	17259
1446	45089	17231
1447	45124	17202
1448	45155	17170
1449	45190	17141
1450	45225	17111
1451	45259	17081
1452	45287	17049
1453	45317	17017
1454	45350	16986
1455	45379	16954
1456	45407	16922
1457	45439	16891
1458	45468	16859
1459	45498	16828
1460	45530	16797
1461	45565	16767
1462	45597	16736
1463	45627	16705
1464	45656	16673
1465	45685	16641
1466	45715	16609
1467	45744	16577
1468	45773	16545
1469	45803	16514
1470	45833	16482
1471	45863	16451
1472	45891	16418
1473	45922	16387
1474	45951	16355
1475	45978	16322
1476	46005	16290
1477	46031	16257
1478	46060	16225
1479	46088	16193
1480	46116	16160
1481	46141	16127
1482	46170	16095
1483	46200	16064
1484	46228	16032
1485	46259	16000
1486	46286	15968
1487	46313	15935
1488	46343	15904
1489	46374	15873
1490	46404	15841
1491	46433	15809
1492	46463	15778
1493	46491	15745
1494	46522	15715
1495	46551	15683
1496	46581	15651
1497	46609	15619
1498	46642	15588
1499	46676	15558
1500	46709	15528
1501	46739	15496
1502	46770	15465
1503	46805	15435
1504	46843	15406
1505	46877	15376
1506	46913	15347
1507	46956	15320
1508	46991	15290
1509	47022	15259
