iter	Passed	Remaining
780	33256	9325
781	33291	9280
782	33327	9236
783	33371	9194
784	33409	9150
785	33448	9106
786	33482	9062
787	33518	9017
788	33551	8972
789	33586	8927
790	33619	8883
791	33651	8837
792	33684	8792
793	33719	8748
794	33752	8703
795	33788	8659
796	33820	8614
797	33854	8569
798	33886	8524
799	33917	8479
800	33949	8434
801	33982	8389
802	34013	8344
803	34049	8300
804	34085	8256
805	34114	8211
806	34149	8166
807	34195	8125
808	34268	8090
809	34323	8051
810	34373	8010
811	34413	7967
812	34451	7924
813	34493	7881
814	34535	7839
815	34576	7796
816	34607	7751
817	34641	7707
818	34674	7663
819	34712	7619
820	34748	7576
821	34786	7532
822	34821	7488
823	34863	7446
824	34901	7403
825	34949	7362
826	34995	7320
827	35037	7278
828	35082	7236
829	35130	7195
830	35174	7153
831	35242	7116
832	35292	7075
833	35341	7034
834	35378	6991
835	35413	6947
836	35448	6903
837	35486	6860
838	35525	6817
839	35562	6773
840	35598	6730
841	35636	6687
842	35673	6643
843	35710	6600
844	35745	6556
845	35780	6513
846	35824	6471
847	35863	6428
848	35904	6385
849	35939	6342
850	35976	6299
851	36012	6255
852	36054	6213
853	36091	6170
854	36126	6126
855	36159	6082
856	36194	6039
857	36228	5995
858	36262	5952
859	36296	5908
860	36329	5864
861	36360	5821
862	36394	5777
863	36427	5734
864	36461	5690
865	36495	5647
866	36527	5603
867	36564	5560
868	36598	5517
869	36629	5473
870	36662	5429
871	36696	5386
872	36728	5343
873	36763	5299
874	36798	5256
875	36831	5213
876	36864	5170
877	36897	5127
878	36930	5083
879	36963	5040
880	36997	4997
881	37033	4954
882	37066	4911
883	37103	4868
884	37137	4825
885	37170	4782
886	37203	4739
887	37234	4696
888	37269	4653
889	37305	4610
890	37340	4567
891	37372	4524
892	37406	4482
893	37439	4439
894	37477	4396
895	37512	4354
896	37546	4311
897	37579	4268
898	37615	4226
899	37648	4183
900	37682	4140
901	37713	4097
902	37747	4054
903	37781	4012
904	37816	3969
905	37849	3926
906	37883	3884
907	37922	3842
908	37968	3800
909	38008	3759
910	38060	3718
911	38109	3677
912	38147	3635
913	38183	3592
914	38220	3550
915	38256	3508
916	38292	3465
917	38327	3423
918	38369	3381
919	38407	3339
920	38444	3297
921	38481	3255
922	38529	3214
923	38573	3172
924	38616	3131
925	38664	3089
926	38701	3047
927	38738	3005
928	38781	2963
929	38830	2922
930	38876	2881
931	38931	2840
932	39017	2801
933	39074	2761
934	39118	2719
935	39161	2677
936	39199	2635
937	39234	2593
938	39271	2551
939	39312	2509
940	39346	2467
941	39390	2425
942	39423	2382
943	39458	2340
944	39492	2298
945	39541	2257
946	39575	2214
947	39646	2174
948	39734	2135
949	39775	2093
950	39813	2051
951	39852	2009
952	39889	1967
953	39927	1925
954	39958	1882
955	39990	1840
956	40024	1798
957	40056	1756
958	40088	1713
959	40123	1671
960	40162	1629
961	40197	1587
962	40234	1545
963	40272	1503
964	40313	1462
965	40360	1420
966	40413	1379
967	40457	1337
968	40494	1295
969	40540	1253
970	40590	1212
971	40633	1170
972	40677	1128
973	40721	1087
974	40761	1045
975	40803	1003
976	40843	961
977	40883	919
978	40925	877
979	40963	835
980	41003	794
981	41039	752
982	41079	710
983	41118	668
984	41152	626
985	41185	584
986	41218	542
987	41252	501
988	41285	459
989	41318	417
990	41351	375
991	41386	333
992	41418	291
993	41452	250
994	41486	208
995	41524	166
996	41554	125
997	41585	83
998	41618	41
999	41655	0
